CEF,NE,CM,NM,AGEB,CMZ,PT,PF,PM,P_0_2,PF_0_2,PM_0_2,P_3_MAS,PF_3_MAS,PM_3_MAS,P_5_MAS,PF_5_MAS,PM_5_MAS,P_12_MAS,PF_12_MAS,PM_12_MAS,P_15_MAS,PF_15_MAS,PM_15_MAS,P_18_MAS,PF_18_MAS,PM_18_MAS,P_3_5,PF_3_5,PM_3_5,P_6_11,PF_6_11,PM_6_11,P_8_14,PF_8_14,PM_8_14,P_12_14,PF_12_14,PM_12_14,P_15_17,PF_15_17,PM_15_17,P_18_24,PF_18_24,PM_18_24,PF_15_49,P_60_MAS,PF_60_MAS,PM_60_MAS,RMF,P_0_14,P_15_64,P_65_100,THC,HCRF,HCRM,PHC,PHCRF,PHCRM
19,Nuevo León,46,San Nicolás de los Garza,381,51,88,45,43,NaN,0,NaN,87,45,42,85,44,41,80,40,40,79,40,39,73,39,34,4,NaN,NaN,3,3,0,3,NaN,NaN,NaN,0,NaN,6,NaN,5,6,NaN,5,14,25,19,6,95.56,9,61,18,33,12,21,88,30,58
19,Nuevo León,46,San Nicolás de los Garza,381,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,381,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,381,54,29,15,14,0,0,0,29,15,14,29,15,14,27,14,13,27,14,13,26,14,12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,NaN,0,0,0,4,17,8,9,93.33,NaN,16,11,12,4,8,29,7,22
19,Nuevo León,46,San Nicolás de los Garza,381,55,10,4,6,0,0,0,10,4,6,9,4,5,9,4,5,8,4,4,8,4,4,NaN,0,NaN,0,0,0,NaN,0,NaN,NaN,0,NaN,0,0,0,NaN,0,NaN,NaN,3,NaN,NaN,150,NaN,6,NaN,3,NaN,NaN,10,3,7
19,Nuevo León,46,San Nicolás de los Garza,381,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,1,152,75,77,NaN,0,NaN,150,75,75,145,74,71,136,68,68,132,65,67,125,59,66,6,NaN,4,8,5,3,11,7,4,4,3,NaN,7,6,NaN,32,14,18,46,16,9,7,102.67,20,120,12,46,10,36,152,28,124
19,Nuevo León,46,San Nicolás de los Garza,413,2,76,41,35,NaN,0,NaN,75,41,34,73,39,34,69,36,33,68,35,33,68,35,33,4,3,NaN,NaN,NaN,0,3,3,0,NaN,NaN,0,0,0,0,12,6,6,18,6,4,NaN,85.37,8,64,4,22,5,17,76,13,63
19,Nuevo León,46,San Nicolás de los Garza,413,3,65,30,35,3,0,3,62,30,32,62,30,32,57,28,29,55,27,28,55,27,28,NaN,NaN,0,4,NaN,3,6,NaN,4,NaN,NaN,NaN,0,0,0,6,3,3,13,16,7,9,116.67,10,47,8,22,9,13,65,25,40
19,Nuevo León,46,San Nicolás de los Garza,413,4,99,59,40,4,4,0,95,55,40,91,52,39,82,48,34,78,45,33,74,42,32,9,7,NaN,4,0,4,7,3,4,4,3,NaN,4,3,NaN,11,4,7,26,13,7,6,67.8,21,72,6,25,14,11,99,59,40
19,Nuevo León,46,San Nicolás de los Garza,413,5,122,59,63,7,NaN,5,115,57,58,113,56,57,103,54,49,101,53,48,98,51,47,5,NaN,4,7,NaN,5,7,NaN,5,NaN,NaN,NaN,3,NaN,NaN,12,6,6,26,22,13,9,106.78,21,89,12,31,6,25,122,21,101
19,Nuevo León,46,San Nicolás de los Garza,413,6,82,38,44,NaN,NaN,0,81,37,44,81,37,44,77,37,40,74,34,40,69,32,37,NaN,0,NaN,NaN,0,NaN,5,3,NaN,3,3,0,5,NaN,3,16,6,10,18,18,9,9,115.79,8,65,9,23,7,16,82,26,56
19,Nuevo León,46,San Nicolás de los Garza,413,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,8,39,22,17,0,0,0,39,22,17,38,21,17,35,18,17,35,18,17,35,18,17,NaN,NaN,0,3,3,0,NaN,NaN,0,0,0,0,0,0,0,3,NaN,NaN,6,16,10,6,77.27,4,31,4,14,5,9,39,11,28
19,Nuevo León,46,San Nicolás de los Garza,413,9,84,41,43,NaN,NaN,NaN,82,40,42,80,39,41,75,37,38,70,35,35,69,34,35,NaN,NaN,NaN,5,NaN,3,8,NaN,6,5,NaN,3,NaN,NaN,0,16,6,10,20,11,6,5,104.88,14,65,5,25,9,16,84,24,60
19,Nuevo León,46,San Nicolás de los Garza,413,10,149,73,76,11,4,7,138,69,69,137,69,68,129,65,64,127,65,62,126,64,62,3,NaN,NaN,6,3,3,5,NaN,3,NaN,0,NaN,NaN,NaN,0,22,11,11,40,12,5,7,104.11,22,123,4,43,5,38,149,12,137
19,Nuevo León,46,San Nicolás de los Garza,413,11,73,39,34,NaN,NaN,NaN,71,38,33,71,38,33,69,37,32,69,37,32,66,35,31,0,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,3,NaN,NaN,17,7,10,21,16,8,8,87.18,4,65,4,24,9,15,73,19,54
19,Nuevo León,46,San Nicolás de los Garza,413,12,134,70,64,4,NaN,NaN,130,68,62,128,66,62,124,64,60,118,62,56,115,62,53,3,3,0,3,NaN,NaN,8,3,5,6,NaN,4,3,0,3,23,16,7,38,24,11,13,91.43,16,110,8,37,10,27,134,30,104
19,Nuevo León,46,San Nicolás de los Garza,413,13,50,21,29,0,0,0,50,21,29,50,21,29,49,20,29,48,20,28,48,20,28,0,0,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,9,3,6,7,10,5,5,138.1,NaN,42,6,17,5,12,50,8,42
19,Nuevo León,46,San Nicolás de los Garza,413,14,93,44,49,4,NaN,3,89,43,46,86,42,44,80,39,41,78,38,40,73,37,36,3,NaN,NaN,6,3,3,6,4,NaN,NaN,NaN,NaN,5,NaN,4,16,8,8,24,9,4,5,111.36,15,73,5,23,7,16,93,21,72
19,Nuevo León,46,San Nicolás de los Garza,413,15,61,27,34,0,0,0,61,27,34,58,25,33,55,24,31,53,23,30,51,23,28,4,3,NaN,NaN,0,NaN,4,NaN,3,NaN,NaN,NaN,NaN,0,NaN,10,4,6,11,7,4,3,125.93,8,48,5,19,8,11,61,18,43
19,Nuevo León,46,San Nicolás de los Garza,413,16,96,45,51,4,NaN,NaN,92,43,49,91,43,48,79,36,43,77,35,42,75,35,40,3,NaN,NaN,10,5,5,6,3,3,NaN,NaN,NaN,NaN,0,NaN,11,5,6,20,14,6,8,113.33,19,72,5,23,4,19,96,18,78
19,Nuevo León,46,San Nicolás de los Garza,413,17,60,30,30,NaN,NaN,NaN,58,29,29,57,28,29,57,28,29,57,28,29,56,28,28,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,7,5,NaN,13,5,3,NaN,100,3,55,NaN,20,5,15,60,8,52
19,Nuevo León,46,San Nicolás de los Garza,413,18,95,49,46,5,3,NaN,90,46,44,87,45,42,79,40,39,78,39,39,73,37,36,4,NaN,NaN,7,4,3,4,NaN,NaN,NaN,NaN,0,5,NaN,3,9,4,5,21,13,8,5,93.88,17,75,3,25,5,20,95,10,85
19,Nuevo León,46,San Nicolás de los Garza,413,19,107,42,65,6,NaN,4,101,40,61,101,40,61,83,33,50,73,31,42,73,31,42,NaN,0,NaN,16,7,9,20,6,14,10,NaN,8,0,0,0,15,4,11,21,9,4,5,154.76,34,70,3,25,9,16,107,32,75
19,Nuevo León,46,San Nicolás de los Garza,413,21,57,27,30,0,0,0,57,27,30,57,27,30,51,23,28,49,23,26,48,23,25,NaN,0,NaN,5,4,NaN,5,3,NaN,NaN,0,NaN,NaN,0,NaN,9,5,4,14,11,4,7,111.11,8,42,7,18,3,15,57,9,48
19,Nuevo León,46,San Nicolás de los Garza,413,22,64,39,25,0,0,0,64,39,25,62,38,24,56,34,22,55,33,22,51,30,21,4,NaN,NaN,4,3,NaN,3,NaN,NaN,NaN,NaN,0,4,3,NaN,12,7,5,22,6,3,3,64.1,9,54,NaN,19,8,11,64,22,42
19,Nuevo León,46,San Nicolás de los Garza,413,42,146,69,77,7,4,3,139,65,74,130,61,69,115,51,64,111,49,62,109,49,60,11,6,5,13,8,5,11,7,4,4,NaN,NaN,NaN,0,NaN,13,9,4,32,26,11,15,111.59,35,95,16,32,7,25,146,27,119
19,Nuevo León,46,San Nicolás de los Garza,413,43,11,6,5,NaN,NaN,0,10,5,5,10,5,5,10,5,5,9,5,4,9,5,4,0,0,0,0,0,0,NaN,0,NaN,NaN,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.33,NaN,7,NaN,4,4,0,11,11,0
19,Nuevo León,46,San Nicolás de los Garza,413,44,147,68,79,NaN,NaN,NaN,145,67,78,142,65,77,133,59,74,127,59,68,118,56,62,4,3,NaN,8,5,3,11,3,8,6,0,6,9,3,6,10,5,5,29,38,20,18,116.18,20,104,23,40,17,23,147,73,74
19,Nuevo León,46,San Nicolás de los Garza,413,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,47,107,60,47,NaN,NaN,0,105,58,47,102,56,46,86,46,40,79,43,36,76,42,34,5,3,NaN,14,9,5,20,11,9,7,3,4,3,NaN,NaN,14,8,6,29,12,9,3,78.33,28,76,3,32,5,27,107,13,94
19,Nuevo León,46,San Nicolás de los Garza,413,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,51,61,28,33,NaN,NaN,0,59,26,33,59,26,33,56,25,31,50,23,27,48,22,26,0,0,0,3,NaN,NaN,9,3,6,6,NaN,4,NaN,NaN,NaN,12,5,7,14,6,NaN,4,117.86,11,45,5,17,4,13,61,13,48
19,Nuevo León,46,San Nicolás de los Garza,413,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,53,40,21,19,NaN,NaN,0,39,20,19,38,20,18,35,18,17,35,18,17,32,16,16,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,0,3,NaN,NaN,9,4,5,13,5,NaN,3,90.48,5,34,NaN,10,3,7,40,12,28
19,Nuevo León,46,San Nicolás de los Garza,413,54,119,58,61,4,NaN,NaN,115,56,59,112,53,59,107,52,55,100,48,52,97,46,51,3,3,0,5,NaN,4,11,5,6,7,4,3,3,NaN,NaN,18,9,9,29,15,8,7,105.17,19,93,7,37,7,30,119,19,100
19,Nuevo León,46,San Nicolás de los Garza,413,55,80,44,36,0,0,0,80,44,36,80,44,36,73,40,33,67,37,30,63,34,29,0,0,0,7,4,3,10,5,5,6,3,3,4,3,NaN,15,10,5,25,3,NaN,NaN,81.82,13,65,NaN,22,9,13,80,30,50
19,Nuevo León,46,San Nicolás de los Garza,413,56,121,58,63,NaN,0,NaN,120,58,62,117,58,59,104,52,52,95,49,46,87,45,42,3,0,3,13,6,7,17,7,10,9,3,6,8,4,4,19,10,9,35,11,7,4,108.62,26,91,4,35,11,24,121,28,93
19,Nuevo León,46,San Nicolás de los Garza,413,57,76,33,43,0,0,0,76,33,43,75,33,42,72,31,41,71,31,40,67,31,36,NaN,0,NaN,3,NaN,NaN,4,NaN,NaN,NaN,0,NaN,4,0,4,15,4,11,18,12,5,7,130.3,5,67,4,23,NaN,21,76,7,69
19,Nuevo León,46,San Nicolás de los Garza,413,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,59,162,85,77,8,5,3,154,80,74,151,78,73,144,74,70,139,72,67,136,72,64,4,3,NaN,6,3,3,8,3,5,5,NaN,3,3,0,3,33,19,14,48,14,8,6,90.59,23,134,5,48,16,32,162,46,116
19,Nuevo León,46,San Nicolás de los Garza,413,60,143,77,66,NaN,NaN,0,142,76,66,140,75,65,133,71,62,129,69,60,125,67,58,3,NaN,NaN,6,4,NaN,8,5,3,4,NaN,NaN,4,NaN,NaN,28,20,8,45,13,6,7,85.71,14,122,7,39,9,30,143,31,112
19,Nuevo León,46,San Nicolás de los Garza,413,61,153,79,74,5,4,NaN,148,75,73,146,73,73,136,67,69,133,65,68,130,64,66,5,4,NaN,7,4,3,8,4,4,3,NaN,NaN,3,NaN,NaN,30,17,13,39,17,7,10,93.67,20,125,8,42,8,34,153,25,128
19,Nuevo León,46,San Nicolás de los Garza,413,62,158,79,79,NaN,NaN,0,156,77,79,155,77,78,150,75,75,143,70,73,135,64,71,NaN,NaN,NaN,4,NaN,3,9,5,4,7,5,NaN,8,6,NaN,31,10,21,46,8,3,5,100,15,141,NaN,47,12,35,158,39,119
19,Nuevo León,46,San Nicolás de los Garza,413,63,170,91,79,4,NaN,NaN,166,89,77,163,86,77,157,84,73,153,83,70,145,78,67,4,3,NaN,5,NaN,3,6,NaN,4,4,NaN,3,8,5,3,29,20,9,56,21,10,11,86.81,17,145,8,47,8,39,170,19,151
19,Nuevo León,46,San Nicolás de los Garza,413,64,133,68,65,5,NaN,3,128,66,62,126,65,61,118,61,57,118,61,57,114,59,55,5,4,NaN,5,NaN,4,NaN,0,NaN,0,0,0,4,NaN,NaN,25,10,15,31,19,11,8,95.59,15,112,6,39,13,26,133,48,85
19,Nuevo León,46,San Nicolás de los Garza,413,65,109,59,50,NaN,NaN,NaN,107,58,49,105,56,49,100,52,48,98,52,46,92,49,43,3,3,0,4,3,NaN,5,NaN,3,NaN,0,NaN,6,3,3,23,12,11,33,6,4,NaN,84.75,11,97,NaN,37,18,19,109,41,68
19,Nuevo León,46,San Nicolás de los Garza,413,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,413,69,69,36,33,3,0,3,66,36,30,62,34,28,53,32,21,45,26,19,42,24,18,4,NaN,NaN,9,NaN,7,14,7,7,8,6,NaN,3,NaN,NaN,8,6,NaN,23,NaN,0,NaN,91.67,24,44,NaN,18,4,14,69,17,52
19,Nuevo León,46,San Nicolás de los Garza,413,70,75,32,43,0,0,0,75,32,43,72,31,41,65,26,39,60,24,36,54,24,30,3,NaN,NaN,7,5,NaN,9,5,4,5,NaN,3,6,0,6,13,4,9,16,3,NaN,NaN,134.38,15,58,NaN,20,7,13,75,24,51
19,Nuevo León,46,San Nicolás de los Garza,413,71,13,5,8,0,0,0,13,5,8,13,5,8,11,4,7,9,4,5,9,4,5,NaN,NaN,0,NaN,0,NaN,3,0,3,NaN,0,NaN,0,0,0,NaN,0,NaN,4,0,0,0,160,4,9,0,4,0,4,13,0,13
19,Nuevo León,46,San Nicolás de los Garza,413,72,13,7,6,0,0,0,13,7,6,13,7,6,12,6,6,11,6,5,8,4,4,0,0,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN,3,NaN,NaN,0,0,0,5,NaN,0,NaN,85.71,NaN,11,0,4,NaN,3,13,NaN,11
19,Nuevo León,46,San Nicolás de los Garza,413,73,43,19,24,NaN,0,NaN,41,19,22,39,18,21,34,17,17,29,16,13,26,13,13,NaN,NaN,NaN,5,NaN,4,8,NaN,6,5,NaN,4,3,3,0,NaN,0,NaN,13,NaN,NaN,NaN,126.32,14,29,0,12,NaN,10,43,6,37
19,Nuevo León,46,San Nicolás de los Garza,413,74,30,15,15,0,0,0,30,15,15,30,15,15,26,14,12,26,14,12,24,13,11,NaN,0,NaN,3,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,6,3,3,8,NaN,NaN,0,100,4,25,NaN,10,3,7,30,5,25
19,Nuevo León,46,San Nicolás de los Garza,413,75,23,10,13,NaN,NaN,0,22,9,13,20,8,12,17,7,10,17,7,10,17,7,10,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,4,3,NaN,NaN,130,6,16,NaN,7,NaN,6,23,3,20
19,Nuevo León,46,San Nicolás de los Garza,413,76,42,22,20,0,0,0,42,22,20,41,22,19,41,22,19,35,19,16,30,17,13,NaN,0,NaN,0,0,0,6,3,3,6,3,3,5,NaN,3,5,4,NaN,15,5,NaN,3,90.91,7,34,NaN,11,0,11,42,0,42
19,Nuevo León,46,San Nicolás de los Garza,413,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,447,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,447,20,163,83,80,6,3,3,157,80,77,154,79,75,145,73,72,139,70,69,130,65,65,4,NaN,NaN,8,5,3,11,6,5,6,3,3,9,5,4,22,11,11,41,23,13,10,96.39,24,126,13,54,13,41,163,26,137
19,Nuevo León,46,San Nicolás de los Garza,447,22,164,89,75,3,NaN,NaN,161,87,74,159,85,74,153,81,72,147,78,69,143,75,68,4,4,0,4,NaN,NaN,8,4,4,6,3,3,4,3,NaN,21,12,9,51,21,11,10,84.27,17,132,15,50,11,39,164,28,136
19,Nuevo León,46,San Nicolás de los Garza,447,23,214,103,111,4,NaN,3,210,102,108,209,101,108,194,98,96,188,96,92,177,90,87,NaN,NaN,NaN,14,3,11,15,4,11,6,NaN,4,11,6,5,38,21,17,59,27,13,14,107.77,26,177,11,64,16,48,214,45,169
19,Nuevo León,46,San Nicolás de los Garza,447,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,447,25,81,40,41,NaN,0,NaN,80,40,40,79,40,39,74,37,37,72,36,36,63,34,29,NaN,0,NaN,5,3,NaN,5,NaN,3,NaN,NaN,NaN,9,NaN,7,11,5,6,25,8,4,4,102.5,9,68,4,22,8,14,81,23,58
19,Nuevo León,46,San Nicolás de los Garza,447,26,161,75,86,5,NaN,4,156,74,82,155,74,81,149,69,80,144,67,77,135,62,73,NaN,NaN,NaN,5,4,NaN,9,6,3,5,NaN,3,9,5,4,26,9,17,41,17,9,8,114.67,17,138,6,47,11,36,161,25,136
19,Nuevo León,46,San Nicolás de los Garza,447,27,77,40,37,NaN,NaN,0,76,39,37,74,37,37,71,34,37,70,33,37,66,31,35,NaN,NaN,0,3,3,0,4,4,0,NaN,NaN,0,4,NaN,NaN,17,5,12,21,5,4,NaN,92.5,7,66,4,22,5,17,77,16,61
19,Nuevo León,46,San Nicolás de los Garza,447,28,66,34,32,NaN,NaN,0,64,32,32,62,30,32,57,26,31,56,26,30,55,25,30,NaN,NaN,0,5,4,NaN,4,NaN,NaN,NaN,0,NaN,NaN,NaN,0,9,4,5,14,6,3,3,94.12,10,54,NaN,20,4,16,66,7,59
19,Nuevo León,46,San Nicolás de los Garza,447,29,181,87,94,NaN,NaN,0,180,86,94,177,86,91,173,84,89,166,83,83,161,82,79,4,0,4,3,NaN,NaN,10,3,7,7,NaN,6,5,NaN,4,32,17,15,47,30,16,14,108.05,15,155,11,51,15,36,181,44,137
19,Nuevo León,46,San Nicolás de los Garza,447,30,263,126,137,6,3,3,257,123,134,246,119,127,225,108,117,215,101,114,200,95,105,15,8,7,17,7,10,21,10,11,10,7,3,15,6,9,41,19,22,68,9,6,3,108.73,48,210,5,66,17,49,263,68,195
19,Nuevo León,46,San Nicolás de los Garza,447,31,65,34,31,3,NaN,NaN,62,33,29,62,33,29,58,31,27,56,29,27,55,29,26,0,0,0,4,NaN,NaN,4,4,0,NaN,NaN,0,NaN,0,NaN,13,6,7,15,10,6,4,91.18,9,48,8,15,4,11,65,23,42
19,Nuevo León,46,San Nicolás de los Garza,447,33,117,64,53,NaN,0,NaN,115,64,51,112,63,49,103,58,45,99,57,42,97,55,42,3,NaN,NaN,9,5,4,11,5,6,4,NaN,3,NaN,NaN,0,10,6,4,31,26,14,12,82.81,18,89,10,38,12,26,117,31,86
19,Nuevo León,46,San Nicolás de los Garza,447,34,112,54,58,NaN,NaN,NaN,110,53,57,108,51,57,104,49,55,100,47,53,96,45,51,3,3,0,3,NaN,NaN,6,3,3,4,NaN,NaN,4,NaN,NaN,16,6,10,24,12,8,4,107.41,12,96,4,35,15,20,112,45,67
19,Nuevo León,46,San Nicolás de los Garza,447,35,123,61,62,NaN,NaN,0,121,59,62,120,58,62,113,53,60,111,52,59,104,48,56,NaN,NaN,NaN,6,5,NaN,6,5,NaN,NaN,NaN,NaN,7,4,3,21,7,14,30,11,5,6,101.64,12,103,8,37,14,23,123,47,76
19,Nuevo León,46,San Nicolás de los Garza,447,36,76,36,40,NaN,0,NaN,74,36,38,74,36,38,73,35,38,67,32,35,62,31,31,0,0,0,NaN,NaN,0,7,4,3,6,3,3,5,NaN,4,14,6,8,18,9,5,4,111.11,9,62,5,21,7,14,76,27,49
19,Nuevo León,46,San Nicolás de los Garza,447,38,132,71,61,NaN,NaN,0,130,69,61,128,67,61,116,60,56,109,56,53,100,51,49,3,NaN,NaN,11,7,4,13,7,6,7,4,3,9,5,4,15,7,8,35,21,13,8,85.92,23,97,12,40,21,19,132,73,59
19,Nuevo León,46,San Nicolás de los Garza,447,39,150,78,72,3,3,0,147,75,72,147,75,72,136,70,66,132,69,63,129,69,60,NaN,NaN,NaN,9,4,5,12,5,7,4,NaN,3,3,0,3,34,15,19,42,22,10,12,92.31,18,119,13,43,21,22,150,79,71
19,Nuevo León,46,San Nicolás de los Garza,447,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,447,41,43,21,22,0,0,0,43,21,22,42,20,22,41,20,21,38,19,19,36,18,18,NaN,NaN,0,NaN,0,NaN,3,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,7,3,4,13,3,3,0,104.76,5,36,NaN,12,7,5,43,27,16
19,Nuevo León,46,San Nicolás de los Garza,447,43,69,32,37,NaN,0,NaN,68,32,36,68,32,36,67,32,35,66,32,34,61,29,32,0,0,0,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,5,3,NaN,10,4,6,16,9,5,4,115.63,3,61,5,22,4,18,69,13,56
19,Nuevo León,46,San Nicolás de los Garza,447,44,68,34,34,0,0,0,68,34,34,66,32,34,61,30,31,56,28,28,53,26,27,NaN,NaN,0,5,NaN,3,9,4,5,5,NaN,3,3,NaN,NaN,10,4,6,17,7,3,4,100,12,56,0,16,NaN,15,68,4,64
19,Nuevo León,46,San Nicolás de los Garza,447,45,30,14,16,0,0,0,30,14,16,30,14,16,30,14,16,29,13,16,27,13,14,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,6,3,3,8,6,NaN,5,114.29,NaN,27,NaN,8,NaN,7,30,3,27
19,Nuevo León,46,San Nicolás de los Garza,447,46,90,47,43,NaN,0,NaN,89,47,42,89,47,42,78,41,37,75,40,35,72,37,35,NaN,0,NaN,10,6,4,12,6,6,3,NaN,NaN,3,3,0,14,8,6,24,13,5,8,91.49,15,69,6,26,NaN,24,90,3,87
19,Nuevo León,46,San Nicolás de los Garza,447,47,33,14,19,NaN,NaN,0,32,13,19,32,13,19,32,13,19,32,13,19,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,4,NaN,NaN,9,NaN,7,11,NaN,0,NaN,135.71,NaN,32,0,10,5,5,33,21,12
19,Nuevo León,46,San Nicolás de los Garza,447,48,77,38,39,0,0,0,77,38,39,77,38,39,74,38,36,72,36,36,65,32,33,NaN,0,NaN,NaN,0,NaN,4,NaN,NaN,NaN,NaN,0,7,4,3,6,NaN,4,23,11,5,6,102.63,5,67,5,26,5,21,77,10,67
19,Nuevo León,46,San Nicolás de los Garza,447,49,63,30,33,NaN,NaN,NaN,61,29,32,60,29,31,56,25,31,56,25,31,51,23,28,NaN,0,NaN,4,4,0,4,4,0,0,0,0,5,NaN,3,13,4,9,17,6,3,3,110,7,53,3,19,5,14,63,16,47
19,Nuevo León,46,San Nicolás de los Garza,447,50,32,13,19,NaN,NaN,0,31,12,19,31,12,19,28,10,18,25,9,16,23,8,15,NaN,0,NaN,NaN,NaN,0,5,3,NaN,3,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,6,NaN,NaN,NaN,146.15,7,25,0,10,0,10,32,0,32
19,Nuevo León,46,San Nicolás de los Garza,447,52,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,447,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,447,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
